YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,177,177.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,57,57.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT3,STRISC,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",Alcohol-attributable deaths,5 years average,150,150.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT3,STRISC,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,286,286.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,499,499.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,60,60.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Other Chronic Causes,Pneumonia,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT5,PNEUMO,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT5,SEIZUR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,119,119.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,27,27.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,99,99.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,120,120.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,6,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,335,335.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,6,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,386,386.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,500,500.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,126,126.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,303,303.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,305,305.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,542,542.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,6,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,92,92.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,6,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Aspiration,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT9,ASPIRA,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Drowning,Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT9,DROWNI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Drowning,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT9,DROWNI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Drowning,Alcohol-attributable deaths,5 years average,34,34.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT9,DROWNI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,52,52.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,93,93.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,40,40.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,132,132.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,227,227.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,394,394.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,6,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,52,52.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,84,84.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,6,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,220,220.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,238,238.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,247,247.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,6,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,286,286.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,6,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,151,151.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,72,72.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,76,76.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT1,ALCCAR,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCCAR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCCAR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,125,125.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,233,233.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,97,97.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT1,ALCACP,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCACP,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,1015,1015.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,1913,1913.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,780,780.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,100% Alcohol-Attributable,Degeneration of nervous system due to alcohol,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT1,ALCNER,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,100,100.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,203,203.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,34,34.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,105,105.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,26,26.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,262,262.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,127,127.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,46,46.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,45,45.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,183,183.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,328,328.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,199,199.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,96,96.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, pancreatic",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT2,CANPAN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, pancreatic",Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANPAN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",Alcohol-attributable deaths,5 years average,89,89.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANPRO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Cancer,"Cancer, stomach",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT2,CANSTO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT3,ATRFIB,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,179,179.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT3,ATRFIB,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,360,360.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,80,80.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,1244,1244.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,6,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,260,260.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,6,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
2015,2019,CA,California,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,64,64.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,6,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
