YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeGroup
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),15.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),67.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),82.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Excessive Alcohol Use,Overall,0-19
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,15.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,42.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,50.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,78.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Fall injuries,13.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Fall injuries,25.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,20.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,27.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,44.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,18.0,Harmful Effects,Excessive Alcohol Use,Overall,0-19
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,42.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,73.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,73.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,79.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,28.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,48.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,95.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,20.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,25.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,54.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,116.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,143.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,298.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,14.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, breast (females only)",20.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, colorectal",20.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, esophageal",11.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, liver",21.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, liver",31.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",16.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,17.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,18.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,73.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Hypertension,113.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Hypertension,28.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",26.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",22.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",14.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",53.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",70.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,13.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,19.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,21.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),15.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),67.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),82.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Any Alcohol Use,Overall,0-19
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,15.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,42.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,50.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,78.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Fall injuries,13.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Fall injuries,25.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,20.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,27.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Other Acute Causes,Homicide,44.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,18.0,Harmful Effects,Any Alcohol Use,Overall,0-19
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,42.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,73.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,73.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Acute,Suicide,Suicide,79.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,28.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,48.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,95.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,20.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,25.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,54.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,116.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,143.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,298.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,14.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, breast (females only)",15.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, breast (females only)",34.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, colorectal",14.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, colorectal",35.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, esophageal",22.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, liver",23.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, liver",34.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",13.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",25.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",13.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,30.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,10.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,41.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Hypertension,117.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,Hypertension,36.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",12.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",44.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",14.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",53.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CO,Colorado,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",70.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,14.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,22.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),82.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),85.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),99.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,26.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,29.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Fall injuries,13.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Homicide,12.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Homicide,21.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,18.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,22.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,35.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,14.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,14.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,16.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,39.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,102.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,34.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,47.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, breast (females only)",14.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, colorectal",14.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, liver",13.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, liver",24.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",11.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,16.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,14.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,70.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Hypertension,14.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Hypertension,79.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",21.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",11.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",38.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",54.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,14.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,22.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),82.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),85.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CT,Connecticut,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),99.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,26.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,29.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Fall injuries,13.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Homicide,12.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Other Acute Causes,Homicide,21.0,Harmful Effects,Any Alcohol Use,Overall,20-34
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,18.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,22.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Acute,Suicide,Suicide,35.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,14.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,14.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,16.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,39.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,102.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,34.0,Harmful Effects,Any Alcohol Use,Overall,35-49
2015,2019,CT,Connecticut,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,47.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, breast (females only)",11.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, breast (females only)",25.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, colorectal",26.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, esophageal",17.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, liver",15.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, liver",26.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",17.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,30.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,39.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Hypertension,18.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,Hypertension,78.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",37.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,CT,Connecticut,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",38.0,Harmful Effects,Any Alcohol Use,Overall,50-64
2015,2019,CT,Connecticut,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",54.0,Harmful Effects,Any Alcohol Use,Overall,65+
2015,2019,DE,Delaware,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),24.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),33.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,DE,Delaware,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),34.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,DE,Delaware,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,12.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Excessive Alcohol Use,Overall,35-49
2015,2019,DE,Delaware,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,17.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,DE,Delaware,ARDI,Acute,Other Acute Causes,Homicide,14.0,Harmful Effects,Excessive Alcohol Use,Overall,20-34
2015,2019,DE,Delaware,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,12.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,15.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,10.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,DE,Delaware,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,20.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,20.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,DE,Delaware,ARDI,Chronic,Heart Disease and Stroke,Hypertension,19.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,DE,Delaware,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",15.0,Harmful Effects,Excessive Alcohol Use,Overall,50-64
2015,2019,DE,Delaware,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",20.0,Harmful Effects,Excessive Alcohol Use,Overall,65+
2015,2019,DE,Delaware,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),24.0,Harmful Effects,Any Alcohol Use,Overall,50-64
