,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup
14770,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,14.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
14771,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,27.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
14772,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,41.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
14773,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,54.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14850,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, colorectal",12.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14882,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",18.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
14883,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",28.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14894,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14949,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,28.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
14950,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,36.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14958,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,25.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
14959,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,25.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
14960,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,37.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
14961,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,51.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14972,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",15.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14982,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
14983,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",12.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
14999,2015,2019,WV,West Virginia,ARDI,Total,Total,Total for All Causes,318.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15035,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15036,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",17.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15037,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",22.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15038,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",22.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15039,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",39.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15151,2015,2019,HI,Hawaii,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),14.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15152,2015,2019,HI,Hawaii,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),17.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15153,2015,2019,HI,Hawaii,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),24.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15154,2015,2019,HI,Hawaii,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),40.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15155,2015,2019,HI,Hawaii,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),54.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15159,2015,2019,HI,Hawaii,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,11.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15160,2015,2019,HI,Hawaii,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15161,2015,2019,HI,Hawaii,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,17.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
15162,2015,2019,HI,Hawaii,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,34.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15163,2015,2019,HI,Hawaii,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,46.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15195,2015,2019,HI,Hawaii,ARDI,Acute,Other Acute Causes,Drowning,15.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15203,2015,2019,HI,Hawaii,ARDI,Acute,Other Acute Causes,Fall injuries,12.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15227,2015,2019,HI,Hawaii,ARDI,Acute,Other Acute Causes,Homicide,16.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15270,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,10.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15271,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15272,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,12.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15273,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,14.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
15274,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,38.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15275,2015,2019,HI,Hawaii,ARDI,Acute,Suicide,Suicide,48.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15306,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,10.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15307,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,19.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15342,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,12.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15343,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,13.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15344,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,14.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15345,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,27.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15346,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,41.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15347,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,54.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15393,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, breast (females only)",12.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15394,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, breast (females only)",12.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15402,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, colorectal",12.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15403,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, colorectal",18.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15426,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",20.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15427,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",29.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15434,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",11.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15435,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",15.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15482,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,16.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15483,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,21.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15495,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,13.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15496,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,18.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15497,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,39.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15498,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,40.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15499,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,57.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15504,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",11.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15505,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",13.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15506,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",15.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15507,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",24.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15559,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",14.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15560,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",17.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15561,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",22.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15562,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",22.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15563,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",39.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15636,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,204.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15637,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,346.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15638,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,550.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
15639,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,204.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15640,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,322.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15641,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,526.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15642,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,12.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
15643,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,1.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
15644,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,12.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
15645,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,49.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15646,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,95.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15647,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,144.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
15648,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,49.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15649,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,96.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15650,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,145.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15651,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,3.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
15652,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,0.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
15653,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,4.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
15654,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,155.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15655,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,251.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15656,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,406.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
15657,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,155.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15658,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,227.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15659,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,382.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15660,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,8.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
15661,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,0.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
15662,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,8.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
15663,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,8.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
15664,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,1.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
15665,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,9.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
15666,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,8.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
15667,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,1.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
15668,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,9.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
15669,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,50.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
15670,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,7.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
15671,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,57.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
15672,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,50.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
15673,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,7.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
15674,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,56.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
15675,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,52.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15676,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,34.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15677,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,85.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
15678,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,52.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15679,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,31.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15680,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,82.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15681,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,62.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15682,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,110.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15683,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,172.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
15684,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,62.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15685,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,100.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15686,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,162.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15687,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,33.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15688,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,195.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15689,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,227.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
15690,2015,2019,HI,Hawaii,ARDI,Acute,Total,Total for All Causes,33.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15691,2015,2019,HI,Hawaii,ARDI,Chronic,Total,Total for All Causes,185.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15692,2015,2019,HI,Hawaii,ARDI,Total,Total,Total for All Causes,218.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15709,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),17.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15710,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),18.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
15711,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),21.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15712,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),25.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15713,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),36.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15714,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),61.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15720,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,15.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15721,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,17.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15722,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,20.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15723,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,25.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
15724,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,55.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15725,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,72.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15780,2015,2019,ID,Idaho,ARDI,Acute,Other Acute Causes,Fall injuries,13.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15813,2015,2019,ID,Idaho,ARDI,Acute,Other Acute Causes,Homicide,16.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15874,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,17.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15875,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,19.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15876,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,22.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15877,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,23.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15878,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,70.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15879,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,89.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15900,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15901,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,30.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15922,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,10.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
15923,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,19.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15973,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,107.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
15974,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,164.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
15975,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,31.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
15976,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,40.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
15977,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,57.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
15978,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,87.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
16000,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,15.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16055,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, colorectal",11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16087,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, liver",13.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
16088,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, liver",19.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16153,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,30.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
16154,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,38.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16162,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,15.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
16163,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,23.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
16164,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,32.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
16165,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,37.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16176,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
16238,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",12.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
16239,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",18.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
