,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
17697,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17699,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17712,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,141,141.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17715,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17717,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,78,78.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
17752,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,133,133.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17753,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,134,134.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
17755,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,330,330.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17772,2015,2019,IL,Illinois,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17800,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
17803,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,41,41.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17804,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,85,85.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17809,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,120,120.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17813,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,46,46.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17818,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17819,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,56,56.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17827,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17828,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17836,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,53,53.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17837,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,99,99.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17844,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,50,50.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17845,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,79,79.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17852,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, pancreatic",Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANPAN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17858,2015,2019,IL,Illinois,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT2,CANPRO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17884,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,66,66.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT3,ATRFIB,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17889,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,138,138.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17892,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,34,34.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17904,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,115,115.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17907,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
17908,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,350,350.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17912,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
17913,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,133,133.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17915,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17932,2015,2019,IL,Illinois,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",Alcohol-attributable deaths,5 years average,23,23.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT3,STRISC,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17968,2015,2019,IL,Illinois,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,132,132.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
17970,2015,2019,IL,Illinois,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,216,216.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,17,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
17972,2015,2019,IL,Illinois,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,17,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
18010,2015,2019,NH,New Hampshire,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,29,29.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,33,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18037,2015,2019,IL,Illinois,ARDI,Chronic,Other Chronic Causes,Pneumonia,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,17,CHRONIC,CAT5,PNEUMO,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
18109,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,18,ACUTE,CAT6,ALCPOI,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
18111,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,ACUTE,CAT6,ALCPOI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18112,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,ACUTE,CAT6,ALCPOI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18119,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,103,103.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18122,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,161,161.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18123,2015,2019,IN,Indiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18129,2015,2019,IN,Indiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,18,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
18130,2015,2019,IN,Indiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18133,2015,2019,IN,Indiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,50,50.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18135,2015,2019,IN,Indiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,60,60.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18136,2015,2019,IN,Indiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,84,84.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,18,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
18187,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18189,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18200,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18220,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,18,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
18223,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,47,47.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18224,2015,2019,IN,Indiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,93,93.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,18,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
18282,2015,2019,IN,Indiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,18,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
18286,2015,2019,IN,Indiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18288,2015,2019,IN,Indiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,62,62.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18289,2015,2019,IN,Indiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,65,65.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,18,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
18290,2015,2019,IN,Indiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,66,66.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18308,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT1,ALCABU,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18309,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,CHRONIC,CAT1,ALCABU,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18310,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT1,ALCABU,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18330,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18332,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18333,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,66,66.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18385,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,238,238.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18388,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,94,94.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,18,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
18389,2015,2019,IN,Indiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,95,95.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18451,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT2,CANBRE,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18464,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT2,CANCOL,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18465,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT2,CANCOL,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18476,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT2,CANESO,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18497,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18498,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18508,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT2,CANOCP,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18509,2015,2019,IN,Indiana,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,23,23.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT2,CANOCP,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18553,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT3,ATRFIB,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18561,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,117,117.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18565,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18573,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,146,146.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
18575,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,18,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
18586,2015,2019,IN,Indiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,18,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
